,year,round,draft_pick,draft_team,player,player_url,position,age,college,college_stats_url,pic_url,bday,hs,height,weight,height_decimal,birthplace_town,birthplace_state,home_state,conference,bmi,Career_year,Career_school,Career_conference,Career_class,Career_position,Career_games,Career_completions,Career_attempts,Career_comp_pct,Career_passing_yds,Career_yds_per_att,Career_adj_yds_per_att,Career_passing_td,Career_interceptions,Career_pass_eff_rate,Best_year,Best_school,Best_conference,Best_class,Best_position,Best_games,Best_completions,Best_attempts,Best_comp_pct,Best_passing_yds,Best_yds_per_att,Best_adj_yds_per_att,Best_passing_td,Best_interceptions,Best_pass_eff_rate,Career_rush_attempts,Career_rush_yds,Career_rush_avg,Career_rush_td,Career_receptions,Career_rec_yds,Career_rec_avg,Career_rec_td,Career_r_total_plays,Career_r+total_yds,Career_r_total_avg,Career_r_total_td
267,1998,3,86,JAX,Jonathan Quinn,https://www.pro-football-reference.com/players/Q/QuinJo00.htm,QB,23,Middle Tenn. St.,http://www.sports-reference.com/cfb/players/jonathan-quinn-1.html,,2/27/1975,"McGavock,TN",6'6,243,6.5,Turlock,"CA, ",CA,CUSA,28.1,Career,Tulane,Ind,,QB,5,33,68,48.5,379,5.6,1.5,2,7,84.5,1994,Tulane,Ind,,QB,5,33,68,48.5,379,5.6,1.5,2,7,84.5,18,-92,-5.1,0,,,,,18,-92,-5.1,0
268,1998,3,91,DEN,Brian Griese,https://www.pro-football-reference.com/players/G/GrieBr00.htm,QB,23,Michigan,http://www.sports-reference.com/cfb/players/brian-griese-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/GrieBr00.jpg,3/18/1975,"Christopher Columbus,FL",6'3,214,6.25,Miami,"FL, ",FL,BIG10,26.7,Career,Michigan,Big Ten,,QB,33,307,516,59.5,3663,7.1,6.8,27,15,130.6,1997,Michigan,Big Ten,,QB,11,175,277,63.2,2042,7.4,7.6,14,5,138.2,85,-81,-1,4,1,28,28,0,86,-53,-0.6,4
269,1998,6,172,MIA,John Dutton,,QB,,Nevada,http://www.sports-reference.com/cfb/players/john-dutton-2.html,,,,,,,,,,MW,,Career,Nevada,Big West,,QB,22,447,701,63.8,6276,9,9.4,42,12,155.3,1997,Nevada,Big West,,QB,11,225,367,61.3,3526,9.6,10,20,6,156.7,71,-60,-0.8,2,,,,,71,-60,-0.8,2
270,1998,6,187,GNB,Matt Hasselbeck,https://www.pro-football-reference.com/players/H/HassMa00.htm,QB,22,Boston Col.,http://www.sports-reference.com/cfb/players/matt-hasselbeck-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/HassMa00_2019.jpg,9/25/1975,"Xaverian Brothers,MA",6'4,235,6.33,Westwood,"MA, ",MA,ACC,28.6,Career,Boston College,Big East,,QB,37,390,701,55.6,4548,6.5,5.4,22,26,113.1,1997,Boston College,Big East,,QB,10,188,305,61.6,2239,7.3,6.6,11,10,128.6,173,-188,-1.1,4,,,,,173,-188,-1.1,4
271,1998,7,232,CHI,Moses Moreno,https://www.pro-football-reference.com/players/M/MoreMo00.htm,QB,23,Colorado St.,http://www.sports-reference.com/cfb/players/moses-moreno-1.html,,9/5/1975,"Castle Park,CA",6'1,205,6.08,Chula Vista,"CA, ",CA,MW,27.1,Career,Colorado State,WAC,,QB,37,457,787,58.1,6689,8.5,8.1,49,28,142.9,1997,Colorado State,WAC,,QB,12,157,257,61.1,2257,8.8,8.8,20,9,153.5,169,-246,-1.5,4,,,,,169,-246,-1.5,4
272,1997,1,26,SFO,Jim Druckenmiller,https://www.pro-football-reference.com/players/D/DrucJi00.htm,QB,24,Virginia Tech,http://www.sports-reference.com/cfb/players/jim-druckenmiller-1.html,,9/19/1972,"Northampton,PA,Fork Union Military Academy,VA",6'4,241,6.33,Allentown,"PA, ",PA,ACC,29.4,Career,Virginia Tech,Big East,,QB,38,313,582,53.8,4383,7.5,7.3,34,18,130.1,1996,Virginia Tech,Big East,,QB,11,142,250,56.8,2071,8.3,8.7,17,5,144.8,142,246,1.7,0,,,,,142,246,1.7,0
273,1997,2,42,ARI,Jake Plummer,https://www.pro-football-reference.com/players/P/PlumJa00.htm,QB,22,Arizona St.,http://www.sports-reference.com/cfb/players/jake-plummer-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/PlumJa00.jpg,12/19/1974,"Capital,ID",6'2,212,6.17,Boise,"ID, ",ID,PAC12,27.2,Career,Arizona State,Pac-10,,QB,42,613,1107,55.4,8626,7.8,7.6,64,34,133.8,1996,Arizona State,Pac-10,,QB,11,179,313,57.2,2575,8.2,8.4,23,9,144.8,289,-113,-0.4,5,2,14,7,1,291,-99,-0.3,6
274,1997,4,99,NOR,Danny Wuerffel,https://www.pro-football-reference.com/players/W/WuerDa00.htm,QB,23,Florida,http://www.sports-reference.com/cfb/players/danny-wuerffel-1.html,,5/27/1974,"Fort Walton Beach,FL",6'1,212,6.08,Fort Walton Beach,"FL, ",FL,SEC,28,Career,Florida,SEC,,QB,46,708,1170,60.5,10875,9.3,9.6,114,42,163.6,1996,Florida,SEC,,QB,12,207,360,57.5,3625,10.1,10.6,39,13,170.6,185,-375,-2,8,1,0,0,0,186,-375,-2,8
275,1997,4,110,KAN,Pat Barnes,https://www.pro-football-reference.com/players/B/BarnPa20.htm,QB,22,California,http://www.sports-reference.com/cfb/players/pat-barnes-1.html,,2/23/1975,"Trabuco Hills,CA",6'3,215,6.25,Arlington Hts,"IL, ",IL,PAC12,26.9,Career,California,Pac-10,,QB,40,522,912,57.2,7047,7.7,7.6,51,26,134.9,1996,California,Pac-10,,QB,12,250,420,59.5,3499,8.3,9,31,8,150.1,171,-358,-2.1,2,,,,,171,-358,-2.1,2
276,1997,6,171,NYG,Mike Cherry,https://www.pro-football-reference.com/players/C/CherMi00.htm,QB,23,Murray St.,http://www.sports-reference.com/cfb/players/mike-cherry-1.html,,12/15/1973,"Arkansas,AR",6'3,226,6.25,Texarkana,"AR, ",AR,FCS,28.2,Career,Arkansas,SEC,,QB,10,21,40,52.5,242,6.1,3.2,1,3,96.6,1994,Arkansas,SEC,,QB,7,14,26,53.8,167,6.4,3.7,1,2,105.1,9,-9,-1,0,,,,,9,-9,-1,0
277,1997,6,191,NYJ,Chuck Clements,https://www.pro-football-reference.com/players/C/ClemCh21.htm,QB,23,Houston,http://www.sports-reference.com/cfb/players/chuck-clements-1.html,,9/29/1973,"Huntsville,TX",6'3,214,6.25,Kingsville,"TX, ",TX,AAC,26.7,Career,Houston,CUSA,,QB,36,683,1192,57.3,7112,6,5.2,43,39,112.8,1996,Houston,CUSA,,QB,11,223,354,63,2417,6.8,6.4,21,13,132.6,92,-219,-2.4,0,,,,,92,-219,-2.4,0
278,1997,7,204,ATL,Tony Graziani,https://www.pro-football-reference.com/players/G/GrazTo00.htm,QB,23,Oregon,http://www.sports-reference.com/cfb/players/tony-graziani-1.html,,12/23/1973,"Thomas Downey,CA",6'2,210,6.17,Las Vegas,"NV, ",NV,PAC12,26.9,Career,Oregon,Pac-10,,QB,24,360,666,54.1,4482,6.7,6.2,24,18,117.1,1996,Oregon,Pac-10,,QB,6,92,171,53.8,1353,7.9,7.8,8,4,131,126,335,2.7,5,1,1,1,0,127,336,2.6,5
279,1997,7,207,PHI,Koy Detmer,https://www.pro-football-reference.com/players/D/DetmKo00.htm,QB,24,Colorado,http://www.sports-reference.com/cfb/players/koy-detmer-1.html,,7/5/1973,"Mission,TX",6'1,195,6.08,San Antonio,"TX, ",TX,PAC12,25.8,Career,Colorado,Big 12,,QB,29,350,594,58.9,5390,9.1,8.5,40,25,148.9,1996,Colorado,Big 12,,QB,11,208,363,57.3,3156,8.7,8.4,22,12,143.7,76,-31,-0.4,3,1,-1,-1,0,77,-32,-0.4,3
280,1997,7,234,BAL,Wally Richardson,https://www.pro-football-reference.com/players/R/RichWa00.htm,QB,23,Penn St.,http://www.sports-reference.com/cfb/players/wally-richardson-1.html,,2/11/1974,"Sumter,SC",6'4,225,6.33,Orangeburg,"SC, ",SC,BIG10,27.4,Career,Penn State,Big Ten,,QB,45,378,692,54.6,4419,6.4,6.3,27,14,117.1,1996,Penn State,Big Ten,,QB,12,145,279,52,1732,6.2,5.4,7,8,106.7,81,-237,-2.9,1,,,,,81,-237,-2.9,1
281,1997,7,240,GNB,Ron McAda,,QB,,Army,http://www.sports-reference.com/cfb/players/ronnie-mcada-1.html,,,,,,,,,,Independents,,Career,Army,Ind,,QB,33,,,,,,,,,,,,,,,,,,,,,,,,,358,1778,5,16,,,,,358,1778,5,16
282,1996,2,42,LAR,Tony Banks,https://www.pro-football-reference.com/players/B/BankTo00.htm,QB,23,Michigan St.,http://www.sports-reference.com/cfb/players/tony-banks-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/BankTo00.jpg,4/5/1973,"Herbert Hoover,CA",6'4,230,6.33,San Diego,"CA, ",CA,BIG10,28,Career,Michigan State,Big Ten,,QB,20,301,496,60.7,4129,8.3,7.2,20,21,135.5,1995,Michigan State,Big Ten,,QB,9,156,258,60.5,2089,8.1,6.2,9,15,128.4,139,-24,-0.2,3,1,-9,-9,0,140,-33,-0.2,3
283,1996,3,85,PHI,Bobby Hoying,https://www.pro-football-reference.com/players/H/HoyiBo00.htm,QB,23,Ohio St.,http://www.sports-reference.com/cfb/players/bobby-hoying-1.html,,9/20/1972,"St. Henry,OH",6'3,221,6.25,St. Henry,"OH, ",OH,BIG10,27.6,Career,Ohio State,Big Ten,,QB,45,498,858,58,7232,8.4,7.9,57,35,142.6,1995,Ohio State,Big Ten,,QB,13,211,341,61.9,3269,9.6,9.7,29,12,163.4,168,-81,-0.5,4,,,,,168,-81,-0.5,4
284,1996,4,130,NYG,Danny Kanell,https://www.pro-football-reference.com/players/K/KaneDa00.htm,QB,22,Florida St.,http://www.sports-reference.com/cfb/players/danny-kanell-1.html,,11/21/1973,"Westminster Academy,FL",6'3,218,6.25,Fort Lauderdale,"FL, ",FL,ACC,27.2,Career,Florida State,ACC,,QB,45,529,851,62.2,6372,7.5,7.5,57,26,141.1,1995,Florida State,ACC,,QB,11,257,402,63.9,2957,7.4,7.5,32,13,145.5,55,-196,-3.6,1,1,-3,-3,0,56,-199,-3.6,1
285,1996,6,203,PIT,Spence Fischer,,QB,,Duke,http://www.sports-reference.com/cfb/players/spence-fischer-1.html,,,,,,,,,,ACC,,Career,Duke,ACC,,QB,42,786,1369,57.4,9021,6.6,5.8,48,46,117.6,1995,Duke,ACC,,QB,11,256,438,58.4,2668,6.1,5.2,12,14,112.3,243,89,0.4,7,1,23,23,0,244,112,0.5,7
286,1996,7,240,GNB,Kyle Wachholtz,,QB,,USC,http://www.sports-reference.com/cfb/players/kyle-wachholtz-1.html,,,,,,,,,,PAC12,,Career,USC,Pac-10,,QB,37,130,208,62.5,1484,7.1,7.5,13,4,139.2,1995,USC,Pac-10,,QB,12,105,171,61.4,1231,7.2,7.7,11,3,139.6,49,-20,-0.4,0,,,,,49,-20,-0.4,0
287,1995,1,3,HOU,Steve McNair,https://www.pro-football-reference.com/players/M/McNaSt00.htm,QB,22,Alcorn St.,http://www.sports-reference.com/cfb/players/steve-mcnair-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/McNaSt00_2017.jpg,2/14/1973,"Mount Olive,MS",6'2,230,6.17,Mount Olive,"MS, ",MS,FCS,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1995,1,5,CAR,Kerry Collins,https://www.pro-football-reference.com/players/C/CollKe00.htm,QB,22,Penn St.,http://www.sports-reference.com/cfb/players/kerry-collins-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/CollKe00_2019.jpg,12/30/1972,"Wilson,PA",6'5,247,6.42,Lebanon,"PA, ",PA,BIG10,29.3,Career,Penn State,Big Ten,,QB,45,370,657,56.3,5304,8.1,7.8,39,21,137.3,1994,Penn State,Big Ten,,QB,11,176,264,66.7,2679,10.1,10.5,21,7,172.9,57,-4,-0.1,0,1,3,3,0,58,-1,0,0
289,1995,2,45,BUF,Todd Collins,https://www.pro-football-reference.com/players/C/CollTo00.htm,QB,23,Michigan,http://www.sports-reference.com/cfb/players/todd-collins-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/CollTo00.jpg,11/5/1971,"Walpole,MA",6'4,223,6.33,Walpole,"MA, ",MA,BIG10,27.2,Career,Michigan,Big Ten,,QB,48,457,711,64.3,5858,8.2,8,37,20,145,1994,Michigan,Big Ten,,QB,12,186,288,64.6,2518,8.7,8.1,13,10,146,101,-156,-1.5,1,,,,,101,-156,-1.5,1
290,1995,2,60,PIT,Kordell Stewart,https://www.pro-football-reference.com/players/S/StewKo00.htm,QB,22,Colorado,http://www.sports-reference.com/cfb/players/kordell-stewart-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/StewKo00.jpg,10/16/1972,"John Ehret,LA",6'1,218,6.08,New Orleans,"LA, ",LA,PAC12,28.8,Career,Colorado,Big 8,,QB,33,456,785,58.1,6481,8.3,8,33,19,136.5,1994,Colorado,Big 8,,QB,11,147,237,62,2071,8.7,9,10,3,146.8,302,1289,4.3,15,,,,,302,1289,4.3,15
291,1995,3,80,ARI,Stoney Case,https://www.pro-football-reference.com/players/C/CaseSt00.htm,QB,23,New Mexico,http://www.sports-reference.com/cfb/players/stoney-case-1.html,,7/7/1972,"Permian,TX",6'3,204,6.25,Odessa,"TX, ",TX,MW,25.5,Career,New Mexico,WAC,,QB,42,677,1237,54.7,9460,7.6,7.3,67,39,130.5,1994,New Mexico,WAC,,QB,12,233,409,57,3117,7.6,7.4,22,12,132.9,436,1191,2.7,31,,,,,436,1191,2.7,31
292,1995,3,84,CLE,Eric Zeier,https://www.pro-football-reference.com/players/Z/ZeieEr00.htm,QB,23,Georgia,http://www.sports-reference.com/cfb/players/eric-zeier-1.html,,9/6/1972,"American School,Germany,Marietta,GA",6'1,214,6.08,Pensacola,"FL, ",FL,SEC,28.3,Career,Georgia,SEC,,QB,44,838,1402,59.8,11153,8,7.7,67,37,137.1,1994,Georgia,SEC,,QB,11,259,433,59.8,3396,7.8,7.5,24,14,137.5,158,-312,-2,4,,,,,158,-312,-2,4
293,1995,4,99,JAX,Rob Johnson,https://www.pro-football-reference.com/players/J/JohnRo00.htm,QB,22,USC,http://www.sports-reference.com/cfb/players/rob-johnson-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/JohnRo00.jpg,3/18/1973,"El Toro,CA",6'4,204,6.33,Newport Beach,"CA, ",CA,PAC12,24.9,Career,USC,Pac-10,,QB,47,676,1046,64.6,8472,8.1,8,58,28,145.6,1994,USC,Pac-10,,QB,11,186,276,67.4,2499,9.1,9.2,15,6,157,259,-576,-2.2,4,2,39,19.5,2,261,-537,-2.1,6
294,1995,4,111,MIN,Chad May,,QB,,Kansas St.,http://www.sports-reference.com/cfb/players/chad-may-2.html,,,,,,,,,,BIG12,,Career,Kansas State,Big 8,,QB,22,385,688,56,5253,7.6,7.6,34,16,131.8,1994,Kansas State,Big 8,,QB,11,200,337,59.3,2571,7.6,7.9,18,6,137.5,128,-362,-2.8,10,,,,,128,-362,-2.8,10
295,1995,4,119,PHI,Dave Barr,https://www.pro-football-reference.com/players/B/BarrDa20.htm,QB,23,California,http://www.sports-reference.com/cfb/players/dave-barr-1.html,,5/9/1972,"Concord,CA",6'3,210,6.25,Oakland,"CA, ",CA,PAC12,26.2,Career,California,Pac-10,,QB,46,481,763,63,6039,7.9,7.3,45,31,140.9,1994,California,Pac-10,,QB,11,95,144,66,1077,7.5,6.9,5,4,134.7,153,-348,-2.3,1,1,2,2,0,154,-346,-2.2,1
296,1995,4,134,KAN,Steve Stenstrom,https://www.pro-football-reference.com/players/S/StenSt00.htm,QB,23,Stanford,http://www.sports-reference.com/cfb/players/steve-stenstrom-1.html,,12/23/1971,"El Toro,CA",6'2,206,6.17,Hunt County,"TX, ",TX,PAC12,26.4,Career,Stanford,Pac-10,,QB,44,849,1352,62.8,10701,7.9,7.7,72,37,141.4,1994,Stanford,Pac-10,,QB,11,217,333,65.2,2822,8.5,8.6,16,6,148.6,225,-718,-3.2,3,1,3,3,0,226,-715,-3.2,3
297,1995,5,160,GNB,Jay Barker,,QB,,Alabama,http://www.sports-reference.com/cfb/players/jay-barker-1.html,,,,,,,,,,SEC,,Career,Alabama,SEC,,QB,42,402,706,56.9,5689,8.1,7.3,26,24,130,1994,Alabama,SEC,,QB,12,139,226,61.5,1996,8.8,9.1,14,5,151.7,241,-292,-1.2,2,2,16,8,0,243,-276,-1.1,2
298,1995,6,191,CAR,Jerry Colquitt,,QB,,Tennessee,http://www.sports-reference.com/cfb/players/jerry-colquitt-1.html,,,,,,,,,,SEC,,Career,Tennessee,SEC,,QB,44,39,64,60.9,477,7.5,8.3,5,1,146.2,1994,Tennessee,SEC,,QB,11,3,4,75,23,5.8,5.8,0,0,123.3,33,32,1,1,,,,,33,32,1,1
299,1995,6,197,LAC,Craig Whelihan,https://www.pro-football-reference.com/players/W/WhelCr00.htm,QB,24,Pacific,http://www.sports-reference.com/cfb/players/craig-whelihan-1.html,,4/15/1971,"Santa Teresa,CA",6'5,220,6.42,Santa Clara,"CA, ",CA,below_FCS,26.1,Career,Pacific,Big West,,QB,20,300,591,50.8,3797,6.4,5.8,27,20,113,1994,Pacific,Big West,,QB,9,162,326,49.7,2318,7.1,6.2,17,14,118,80,-75,-0.9,3,,,,,80,-75,-0.9,3
300,1995,7,213,CIN,John Walsh,,QB,,BYU,http://www.sports-reference.com/cfb/players/john-walsh-2.html,,,,,,,,,,Independents,,Career,Brigham Young,WAC,,QB,32,588,976,60.2,8390,8.6,8.3,66,35,147.6,1994,Brigham Young,WAC,,QB,12,284,463,61.3,3712,8,7.9,29,14,143.3,179,-654,-3.7,3,,,,,179,-654,-3.7,3
301,1994,1,3,WAS,Heath Shuler,https://www.pro-football-reference.com/players/S/ShulHe00.htm,QB,22,Tennessee,http://www.sports-reference.com/cfb/players/heath-shuler-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/ShulHe00_2019.jpg,12/31/1971,"Swain Co.,NC",6'2,216,6.17,Bryson City,"NC, ",NC,SEC,27.7,Career,Tennessee,SEC,,QB,33,316,513,61.6,4089,8,8.3,36,12,147,1993,Tennessee,SEC,,QB,11,184,285,64.6,2354,8.3,8.8,25,8,157.3,158,383,2.4,14,1,12,12,0,159,395,2.5,14
302,1994,1,6,TAM,Trent Dilfer,https://www.pro-football-reference.com/players/D/DilfTr00.htm,QB,22,Fresno St.,http://www.sports-reference.com/cfb/players/trent-dilfer-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/DilfTr00_2019.jpg,3/13/1972,"Aptos,CA",6'4,225,6.33,Aptos,"CA, ",CA,MW,27.4,Career,Fresno State,WAC,,QB,34,511,865,59.1,7631,8.8,8.9,53,22,148.3,1993,Fresno State,WAC,,QB,12,254,396,64.1,3799,9.6,10.5,30,5,167.2,151,154,1,8,2,28,14,0,153,182,1.2,8
